CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser,Target_num,Target_name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9,Prob_10,Prob_11,Prob_12,Prob_13,sum_prob
908,0,0,U,Eddie,2/15/2019 0:00, GOAT,PASTEUROLLOSIS,NP,NP,NP,NP,NP,P,NP,P,P,NP,NP,P,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,CCPP,PASTEUROLLOSIS,LUNGWORM,POX,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,MASTITIS,PPR,TRICHOSTRONGIULOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,ZZ_OTHER,45.19,33.96,17.28,2.86,0.25,0.19,0.16,0.09,0.01,0,0,0,0,99.99
4187,0,0,U,veteddie_eddie,1/15/2020 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,P,NP,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,PASTEUROLLOSIS,CCPP,PPR,POX,COWDRIOSIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,MASTITIS,BRUCELLOSIS,MANGE MITE,ZZ_OTHER,67.03,15.8785,9.43221,7.61044,0.0220815,0.0194439,0.00346418,0.00226748,0.00101871,0.000430784,0.000181889,7.09E-06,4.30E-12,100.0000455
1734,0,44,D,Eddie,4/17/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,P,P,P,P,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,PASTEUROLLOSIS,CCPP,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,PPR,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,ZZ_OTHER,93.73,5.05,0.47,0.25,0.18,0.17,0.15,0,0,0,0,0,0,100
281,0,23,M,Eddie,1/21/2019 0:00, GOAT,POX,NP,P,NP,P,NP,NP,NP,NP,P,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,PPR,CCPP,TRICHOSTRONGIULOSIS,MASTITIS,COWDRIOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,LUNGWORM,ZZ_OTHER,33.58,18.15,14.76,11.09,7.5,7.12,3.62,2.14,1.8,0.17,0.05,0.01,0,99.99
375,0,0,U,Eddie,1/21/2019 0:00, GOAT,POX,P,P,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,NP,NP,P,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,POX,10,POX,POX,CCPP,TRICHOSTRONGIULOSIS,MANGE MITE,COWDRIOSIS,MASTITIS,PASTEUROLLOSIS,PPR,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,57.75,29.03,6.3,4.4,1.3,0.34,0.25,0.25,0.24,0.11,0.04,0,0,100.01
383,0,0,U,Eddie,1/21/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,CCPP,PPR,TRICHOSTRONGIULOSIS,COWDRIOSIS,MANGE MITE,PASTEUROLLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,70.01,12.17,7.64,3.49,2.86,2.71,0.68,0.21,0.15,0.06,0,0,0,99.98
458,0,0,U,Eddie,1/28/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,P,P,NP,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,CCPP,PASTEUROLLOSIS,PPR,COWDRIOSIS,MASTITIS,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,ZZ_OTHER,89.56,4.94,3.55,1.74,0.2,0.01,0.01,0,0,0,0,0,0,100.01
467,0,0,U,Eddie,1/28/2019 0:00, GOAT,POX,P,P,NO,NP,NP,NP,NP,P,NP,P,NP,P,P,NO,NP,P,NP,P,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,POX,10,POX,POX,CCPP,TRICHOSTRONGIULOSIS,PPR,MANGE MITE,LUNGWORM,COWDRIOSIS,PASTEUROLLOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,75.09,11.75,4.19,3.54,2.65,1.52,0.86,0.22,0.08,0.04,0.03,0.03,0,100
622,0,0,U,Eddie,2/4/2019 0:00, GOAT,POX,NP,P,NP,P,NP,NP,P,P,P,NP,NP,P,P,NP,NP,P,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,POX,10,POX,POX,PPR,PASTEUROLLOSIS,CCPP,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,TRICHOSTRONGIULOSIS,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,ZZ_OTHER,53.76,36.37,7.93,1.8,0.05,0.04,0.04,0.01,0,0,0,0,0,100
2242,0,0,U,Eddie,8/24/2019 0:00, GOAT,POX,NP,NP,NP,NP,NP,NP,P,NP,P,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,MASTITIS,CCPP,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,MANGE MITE,BRUCELLOSIS,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,56.97,39.09,0.99,0.99,0.93,0.62,0.26,0.09,0.04,0.02,0,0,0,100
592,0,2,D,Eddie,2/5/2019 0:00, GOAT,PPR,P,P,NO,P,NO,NO,NO,P,P,P,NO,P,P,NO,P,NO,NO,P,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,PPR,11,PPR,PPR,ZZ_OTHER,PASTEUROLLOSIS,POX,CCPP,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,69.94,28.29,1.05,0.39,0.32,0,0,0,0,0,0,0,0,99.99
593,0,2,D,Eddie,2/5/2019 0:00, GOAT,PPR,P,P,NO,P,NO,NO,NO,P,P,P,NO,P,P,NO,P,NO,NO,P,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,PPR,11,PPR,PPR,ZZ_OTHER,PASTEUROLLOSIS,POX,CCPP,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,69.94,28.29,1.05,0.39,0.32,0,0,0,0,0,0,0,0,99.99
672,0,21,D,Eddie,2/4/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,NP,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,POX,TRICHOSTRONGIULOSIS,CCPP,PASTEUROLLOSIS,COWDRIOSIS,MANGE MITE,MASTITIS,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,88.46,6.49,3.17,0.89,0.66,0.27,0.03,0.02,0.01,0,0,0,0,100
983,0,24,D,Eddie,2/22/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,NP,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,98.81,0.57,0.45,0.16,0.01,0,0,0,0,0,0,0,0,100
1233,0,26,D,Eddie,3/19/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,98.72,0.73,0.45,0.1,0.01,0,0,0,0,0,0,0,0,100.01
1254,0,24,D,Eddie,3/25/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,NP,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,98.81,0.57,0.45,0.16,0.01,0,0,0,0,0,0,0,0,100
3281,0,26,D,veteddie_eddie,5/13/2020 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,MASTITIS,LUNGWORM,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,98.7153,0.733915,0.446155,0.098687,0.00538257,0.000451004,2.36E-05,2.23E-05,1.44E-05,3.69E-06,1.88E-06,2.38E-08,2.78E-11,99.99995647
3283,0,26,D,veteddie_eddie,5/13/2020 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,MASTITIS,LUNGWORM,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,98.7153,0.733915,0.446155,0.098687,0.00538257,0.000451004,2.36E-05,2.23E-05,1.44E-05,3.69E-06,1.88E-06,2.38E-08,2.78E-11,99.99995647
3285,0,26,D,veteddie_eddie,5/13/2020 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,MASTITIS,LUNGWORM,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,98.7153,0.733915,0.446155,0.098687,0.00538257,0.000451004,2.36E-05,2.23E-05,1.44E-05,3.69E-06,1.88E-06,2.38E-08,2.78E-11,99.99995647
603,0,0,U,Eddie,2/5/2019 0:00, GOAT,PPR,NP,P,NP,P,NO,NP,NP,P,NP,P,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,POX,TRICHOSTRONGIULOSIS,CCPP,PASTEUROLLOSIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,LUNGWORM,MASTITIS,HYPOCALCEMIA / PREGNANCY TOX.,BRUCELLOSIS,COWDRIOSIS,ZZ_OTHER,40.18,22.31,17.4,10.69,7.27,0.95,0.47,0.28,0.21,0.16,0.05,0.03,0,100
618,0,0,U,Eddie,2/6/2019 0:00, GOAT,PPR,P,P,NO,NO,NO,NO,NO,NO,P,P,NO,P,NO,NO,NO,NO,NO,P,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,PPR,11,PPR,PPR,ZZ_OTHER,POX,CCPP,PASTEUROLLOSIS,COWDRIOSIS,TRICHOSTRONGIULOSIS,MASTITIS,MANGE MITE,LUNGWORM,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,36.26,21.98,19.16,7.96,7.63,6.72,0.14,0.05,0.04,0.02,0.01,0.01,0.01,99.99
634,0,0,U,Eddie,2/1/2019 0:00, GOAT,PPR,P,P,NP,P,NP,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,P,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,TRICHOSTRONGIULOSIS,POX,CCPP,PASTEUROLLOSIS,MANGE MITE,COWDRIOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MASTITIS,ZZ_OTHER,71.89,20.92,5.28,1.66,0.15,0.09,0.03,0,0,0,0,0,0,100.02
658,0,0,U,Eddie,2/2/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,P,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,98.45,0.73,0.44,0.35,0.02,0,0,0,0,0,0,0,0,99.99
1183,0,0,U,Eddie,3/12/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,NO,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,98.75,0.67,0.45,0.12,0.01,0,0,0,0,0,0,0,0,100
2616,0,0,U,Eddie,11/4/2019 0:00, GOAT,PPR,P,P,NP,P,NP,P,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,CCPP,POX,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,97.07,2.09,0.64,0.19,0,0,0,0,0,0,0,0,0,99.99
2622,0,0,U,Eddie,11/4/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,NP,P,P,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,POX,MASTITIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,BRUCELLOSIS,CCPP,PPR,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,35.7,23.74,16.76,6.75,4.99,4.98,3.13,2.46,0.79,0.67,0.01,0.01,0,99.99
411,0,5,D,Eddie,1/24/2019 0:00, GOAT,TRICHOSTRONGIULOSIS,P,NP,NP,P,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,CCPP,POX,PPR,BRUCELLOSIS,LUNGWORM,MASTITIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,ZZ_OTHER,95.81,3.77,0.27,0.07,0.03,0.02,0.02,0.01,0,0,0,0,0,100
419,0,5,D,Eddie,1/24/2019 0:00, GOAT,TRICHOSTRONGIULOSIS,P,NP,NP,P,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,CCPP,POX,PPR,BRUCELLOSIS,LUNGWORM,MASTITIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,ZZ_OTHER,95.81,3.77,0.27,0.07,0.03,0.02,0.02,0.01,0,0,0,0,0,100
507,0,0,U,Eddie,3/14/2019 0:00, GOAT,TRICHOSTRONGIULOSIS,P,P,NP,NP,NP,NP,NP,NP,NP,P,NP,P,P,NP,P,P,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,POX,PPR,CCPP,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,LUNGWORM,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,ZZ_OTHER,63.25,21.66,13.29,0.94,0.66,0.08,0.04,0.04,0.03,0.01,0,0,0,100
549,0,0,U,Eddie,1/30/2019 0:00, GOAT,TRICHOSTRONGIULOSIS,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,NP,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,BRUCELLOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),MASTITIS,POX,LUNGWORM,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,PASTEUROLLOSIS,PPR,ZZ_OTHER,37.56,22.2,13.58,12.7,10.75,1.6,0.77,0.4,0.35,0.1,0,0,0,100.01
