CaseID,Date,Species,Age,Breed,Sex,UCDisease,AppDisease,ZZ_other
3917,01/02/2022,Cattle,Older than 2 Years,Cross,Male,Blackleg /Black quarter,Blackleg /Black quarter,
3918,01/02/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
3919,01/02/2022,Sheep,7-12 Months,Cross,Female,Lungworm /Verminous pneumonia,zz_Other,
3920,01/02/2022,Sheep,7-12 Months,Cross,Female,Lungworm /Verminous pneumonia,zz_Other,
3921,01/02/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
3922,01/02/2022,Sheep,7-12 Months,Local,Female,Contagious ecthyma /Orf/,zz_Other,
3923,01/02/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
3924,01/02/2022,Cattle,Older than 2 Years,Local,Female,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
3925,08/02/2022,Horse/Mule,13-24 Months,Local,Male,African horse sickness,African horse sickness,
3926,08/02/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
3927,10/02/2022,Cattle,7-12 Months,Local,Male,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
3928,10/02/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3929,10/02/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3930,10/02/2022,Sheep,7-12 Months,Local,Male,zz_Other,zz_Other,Hair loss (alopecia)
3931,13/02/2022,Cattle,Older than 2 Years,Local,Male,Colibacillosis,Colibacillosis,
3932,21/02/2022,Cattle,7-12 Months,Exotic,Female,Lungworm /Verminous pneumonia,Cowdriosis,
3934,21/02/2022,Donkey,7-12 Months,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
3935,21/02/2022,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,Cowdriosis,
3936,21/02/2022,Horse/Mule,7-12 Months,Local,Male,Tetanus,Tetanus,
3937,21/02/2022,Horse/Mule,7-12 Months,Local,Male,Tetanus,Tetanus,
3938,21/02/2022,Sheep,7-12 Months,Local,Male,Pox,Pox,
4094,21/02/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,Anthrax,
3933,22/02/2022,Horse/Mule,7-12 Months,Cross,Female,zz_Other,zz_Other,Head pushing
3940,22/02/2022,Cattle,Older than 2 Years,Cross,Female,Cowdriosis,Cowdriosis,
3939,26/02/2022,Cattle,Older than 2 Years,Cross,Female,FMD (Foot & Mouth Disease),Cowdriosis,
3941,01/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
4211,01/03/2022,Cattle,13-24 Months,Local,Female,Babesiosis,Babesiosis,
4212,01/03/2022,Cattle,13-24 Months,Local,Female,Babesiosis,Babesiosis,
4213,01/03/2022,Cattle,13-24 Months,Local,Female,Babesiosis,Babesiosis,
4193,02/03/2022,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,Cowdriosis,
4307,03/03/2022,Cattle,13-24 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3942,04/03/2022,Cattle,0-6 Months,Local,Male,Colibacillosis,Colibacillosis,
4029,05/03/2022,Sheep,13-24 Months,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4041,05/03/2022,Sheep,13-24 Months,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
3943,09/03/2022,Cattle,Older than 2 Years,Local,Female,zz_Other,Blackleg /Black quarter,Dysentery/Bloody diarrhea
3944,11/03/2022,Cattle,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
3945,11/03/2022,Cattle,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
3946,11/03/2022,Sheep,13-24 Months,Local,Female,Pox,Pox,
3947,11/03/2022,Cattle,Older than 2 Years,Local,Female,Babesiosis,Babesiosis,
3948,11/03/2022,Sheep,13-24 Months,Local,Female,Pox,Pox,
3949,11/03/2022,Horse/Mule,Older than 2 Years,Local,Male,Ascaris_foals,zz_Other,Dyspnoea/ Coughing
3950,11/03/2022,Cattle,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,CBPP,
3951,11/03/2022,Cattle,Older than 2 Years,Local,Female,Cowdriosis,Cowdriosis,
3952,11/03/2022,Cattle,Older than 2 Years,Local,Female,Colibacillosis,Colibacillosis,
3953,11/03/2022,Donkey,Older than 2 Years,Local,Female,Strangles,Strangles,
3954,14/03/2022,Camel,Older than 2 Years,Local,Male,Camel calf diarrhoea,Camel calf diarrhoea,
3955,14/03/2022,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),Cowdriosis,
3956,14/03/2022,Cattle,Older than 2 Years,Local,Male,zz_Other,Cowdriosis,Stepping gait
3957,14/03/2022,Cattle,Older than 2 Years,Local,Male,zz_Other,Cowdriosis,Stepping gait
3958,14/03/2022,Cattle,Older than 2 Years,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
3959,14/03/2022,Cattle,Older than 2 Years,Exotic,Female,zz_Other,Anthrax,Occular/ Nasal discharge
3960,14/03/2022,Camel,Older than 2 Years,Local,Male,Camel calf diarrhoea,Camel calf diarrhoea,
3961,14/03/2022,Cattle,Older than 2 Years,Local,Male,zz_Other,Cowdriosis,Stepping gait
3962,15/03/2022,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Cowdriosis,
3963,15/03/2022,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Cowdriosis,
3964,15/03/2022,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Cowdriosis,
3965,16/03/2022,Donkey,Older than 2 Years,Local,Male,GI parasites,zz_Other,
3966,16/03/2022,Cattle,Older than 2 Years,Exotic,Female,Cowdriosis,Cowdriosis,Recumbency
4028,19/03/2022,Cattle,Older than 2 Years,Cross,Female,Rabies,Rabies,
3967,20/03/2022,Horse/Mule,13-24 Months,Local,Male,Epizootic lymphangitis,Epizootic lymphangitis,
3985,21/03/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
3968,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3969,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3970,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3971,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3972,22/03/2022,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
3973,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3974,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3975,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3976,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3977,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3978,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3979,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3980,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3981,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3982,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3983,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3984,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
4351,22/03/2022,Cattle,7-12 Months,Local,Male,Colibacillosis,Colibacillosis,
4352,22/03/2022,Cattle,0-6 Months,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
4354,22/03/2022,Cattle,7-12 Months,Local,Male,Colibacillosis,Colibacillosis,
4412,22/03/2022,Goats,7-12 Months,Local,Male,PPR,PPR,
4422,22/03/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
3986,24/03/2022,Horse/Mule,0-6 Months,Local,Male,African horse sickness,African horse sickness,
4187,24/03/2022,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Cowdriosis,
4356,24/03/2022,Cattle,13-24 Months,Local,Male,Cowdriosis,Cowdriosis,
3987,25/03/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
4045,25/03/2022,Cattle,13-24 Months,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
4389,25/03/2022,Cattle,13-24 Months,Local,Male,Pasteurellosis_pneumonic,Blackleg /Black quarter,
4395,25/03/2022,Goats,0-6 Months,Local,Male,PPR,PPR,
3988,26/03/2022,Cattle,0-6 Months,Exotic,Female,Colibacillosis,Colibacillosis,
3989,26/03/2022,Cattle,0-6 Months,Exotic,Female,Colibacillosis,Colibacillosis,
4358,26/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
4359,26/03/2022,Cattle,Older than 2 Years,Local,Male,Anthrax,Anthrax,
4362,27/03/2022,Cattle,Older than 2 Years,Local,Male,Anthrax,Anthrax,
4363,27/03/2022,Cattle,Older than 2 Years,Local,Male,Anthrax,Anthrax,
3990,29/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
3991,29/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
3992,29/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
3993,29/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
3994,29/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
3995,29/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
3996,29/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
3997,29/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
3998,29/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
3999,29/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
4000,29/03/2022,Goats,7-12 Months,Local,Female,PPR,PPR,
4070,29/03/2022,Cattle,13-24 Months,Exotic,Female,Babesiosis,Babesiosis,
4071,29/03/2022,Cattle,13-24 Months,Exotic,Female,Babesiosis,Babesiosis,
4001,30/03/2022,Cattle,7-12 Months,Local,Male,Colibacillosis,Colibacillosis,
4002,30/03/2022,Donkey,Older than 2 Years,Local,Male,Anthrax,Anthrax,
4003,30/03/2022,Donkey,Older than 2 Years,Local,Male,Anthrax,Anthrax,
4005,31/03/2022,Cattle,7-12 Months,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4006,31/03/2022,Cattle,7-12 Months,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4810,31/03/2022,Cattle,7-12 Months,Local,Female,Trypanosomosis,Colibacillosis,
4064,01/04/2022,Cattle,Older than 2 Years,Local,Male,GI parasites,GI parasites,
4608,01/04/2022,Sheep,7-12 Months,Local,Female,zz_Other,zz_Other,Dyspnoea/ Coughing
4609,01/04/2022,Sheep,7-12 Months,Local,Female,zz_Other,zz_Other,Dyspnoea/ Coughing
4611,01/04/2022,Sheep,7-12 Months,Local,Female,zz_Other,zz_Other,Dyspnoea/ Coughing
4613,01/04/2022,Sheep,7-12 Months,Local,Female,zz_Other,zz_Other,Dyspnoea/ Coughing
4004,04/04/2022,Cattle,13-24 Months,Local,Male,Cowdriosis,Cowdriosis,
4360,04/04/2022,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
4413,04/04/2022,Cattle,0-6 Months,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4525,06/04/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
4526,06/04/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
4527,06/04/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
4528,06/04/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
4529,06/04/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
4530,06/04/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
4612,06/04/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
4839,06/04/2022,Cattle,Older than 2 Years,Local,Female,zz_Other,zz_Other,Dyspnoea/ Coughing
4488,08/04/2022,Cattle,Older than 2 Years,Cross,Female,CBPP,CBPP,
4713,08/04/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
4714,08/04/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
4715,08/04/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
4718,08/04/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
4719,08/04/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
4720,08/04/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
4721,08/04/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
4722,08/04/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
4723,08/04/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
4725,08/04/2022,Cattle,7-12 Months,Local,Male,Trypanosomosis,FMD (Foot & Mouth Disease),
4007,10/04/2022,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,Blackleg /Black quarter,
4008,10/04/2022,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,Blackleg /Black quarter,
4009,10/04/2022,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,Blackleg /Black quarter,
4010,10/04/2022,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,Blackleg /Black quarter,
4015,10/04/2022,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,Blackleg /Black quarter,
4023,10/04/2022,Cattle,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
4024,11/04/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
4423,11/04/2022,Cattle,13-24 Months,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
4011,12/04/2022,Cattle,Older than 2 Years,Local,Female,GI parasites,GI parasites,
4012,13/04/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
4013,13/04/2022,Donkey,Older than 2 Years,Local,Male,zz_Other,zz_Other,Dyspnoea/ Coughing
4014,13/04/2022,Cattle,Older than 2 Years,Local,Male,GI parasites,GI parasites,
4672,13/04/2022,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
4018,15/04/2022,Donkey,Older than 2 Years,Local,Male,zz_Other,zz_Other,Sudden death
4019,15/04/2022,Donkey,Older than 2 Years,Local,Male,zz_Other,zz_Other,Sudden death
4020,15/04/2022,Donkey,Older than 2 Years,Local,Male,zz_Other,zz_Other,Sudden death
4176,15/04/2022,Cattle,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
4533,15/04/2022,Cattle,7-12 Months,Local,Male,Blackleg /Black quarter,CBPP,
4016,16/04/2022,Cattle,Older than 2 Years,Local,Female,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
4095,16/04/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
4017,18/04/2022,Cattle,Older than 2 Years,Local,Male,Fasciolosis,Fasciolosis,
4162,18/04/2022,Donkey,7-12 Months,Local,Male,Resp_upper_bact,Resp_upper_bact,
4021,19/04/2022,Cattle,Older than 2 Years,Local,Male,Anthrax,Anthrax,
4022,19/04/2022,Cattle,Older than 2 Years,Local,Male,Anthrax,Anthrax,
4025,20/04/2022,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,Anthrax,
4026,20/04/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
4027,20/04/2022,Sheep,Older than 2 Years,Local,Female,zz_Other,PPR,Facial oedema
4040,20/04/2022,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Babesiosis,
4365,20/04/2022,Cattle,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
4030,21/04/2022,Cattle,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
4031,21/04/2022,Cattle,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
4032,21/04/2022,Goats,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4033,21/04/2022,Goats,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4034,21/04/2022,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4035,21/04/2022,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4036,21/04/2022,Cattle,13-24 Months,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
4037,21/04/2022,Cattle,13-24 Months,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
4038,21/04/2022,Donkey,Older than 2 Years,Cross,Male,Resp_lower_bact,Resp_lower_bact,
4039,21/04/2022,Sheep,0-6 Months,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4364,21/04/2022,Cattle,Older than 2 Years,Local,Female,zz_Other,Babesiosis,Still birth
4531,21/04/2022,Cattle,0-6 Months,Local,Male,Colibacillosis,Colibacillosis,
4565,21/04/2022,Cattle,0-6 Months,Local,Male,Colibacillosis,Colibacillosis,
4042,24/04/2022,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Cowdriosis,
4069,24/04/2022,Cattle,Older than 2 Years,Local,Male,Babesiosis,Babesiosis,
4043,25/04/2022,Donkey,Older than 2 Years,Local,Female,GI parasites,Ascaris_foals,
4063,25/04/2022,Cattle,0-6 Months,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
4044,26/04/2022,Cattle,13-24 Months,Local,Male,Cowdriosis,Cowdriosis,
4096,26/04/2022,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,Blackleg /Black quarter,
4270,26/04/2022,Sheep,0-6 Months,Local,Female,Fasciolosis,zz_Other,
4271,26/04/2022,Sheep,0-6 Months,Local,Female,Fasciolosis,zz_Other,
4443,26/04/2022,Cattle,Older than 2 Years,Local,Male,Fasciolosis,Pasteurellosis_pneumonic,
4444,26/04/2022,Cattle,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
4367,27/04/2022,Sheep,13-24 Months,Local,Male,Nasal bot,Nasal bot,
4046,28/04/2022,Sheep,Older than 2 Years,Local,Female,Trichostrongylosis,Trichostrongylosis,
4076,28/04/2022,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,CBPP,
4077,28/04/2022,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,CBPP,
4086,28/04/2022,Cattle,Older than 2 Years,Local,Female,Babesiosis,Babesiosis,
4147,28/04/2022,Cattle,Older than 2 Years,Local,Male,CBPP,CBPP,
4210,28/04/2022,Cattle,0-6 Months,Local,Male,Cowdriosis,Cowdriosis,
4368,28/04/2022,Cattle,13-24 Months,Cross,Male,Pasteurellosis_pneumonic,Anthrax,
4415,28/04/2022,Cattle,7-12 Months,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4047,29/04/2022,Cattle,Older than 2 Years,Cross,Female,Trypanosomosis,Trypanosomosis,
4048,29/04/2022,Cattle,Older than 2 Years,Local,Female,Cowdriosis,Cowdriosis,
4084,29/04/2022,Cattle,Older than 2 Years,Local,Female,CBPP,CBPP,
4843,29/04/2022,Cattle,13-24 Months,Local,Male,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
4049,30/04/2022,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,GI parasites,
4369,30/04/2022,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
4370,30/04/2022,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
4573,30/04/2022,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
4050,01/05/2022,Horse/Mule,Older than 2 Years,Local,Female,GI_non-infectious_colic,GI_non-infectious_colic,
4051,01/05/2022,Sheep,Older than 2 Years,Local,Female,PPR,PPR,
4052,01/05/2022,Sheep,Older than 2 Years,Local,Female,PPR,PPR,
4053,01/05/2022,Horse/Mule,Older than 2 Years,Local,Female,zz_Other,zz_Other,Staring/Rough coat
4054,01/05/2022,Horse/Mule,Older than 2 Years,Local,Female,zz_Other,zz_Other,Staring/Rough coat
4055,01/05/2022,Horse/Mule,Older than 2 Years,Local,Female,zz_Other,zz_Other,Staring/Rough coat
4065,01/05/2022,Cattle,Older than 2 Years,Local,Male,Colibacillosis,Anthrax,
4087,01/05/2022,Cattle,Older than 2 Years,Local,Male,GI parasites,GI parasites,
4105,01/05/2022,Cattle,Older than 2 Years,Local,Male,GI parasites,GI parasites,
4056,03/05/2022,Cattle,Older than 2 Years,Local,Female,Cowdriosis,Cowdriosis,
4057,03/05/2022,Cattle,Older than 2 Years,Local,Female,Cowdriosis,Cowdriosis,
4058,03/05/2022,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
4169,03/05/2022,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
4059,04/05/2022,Cattle,13-24 Months,Local,Male,zz_Other,zz_Other,Still birth
4060,04/05/2022,Cattle,13-24 Months,Local,Male,zz_Other,zz_Other,Still birth
4061,04/05/2022,Cattle,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
4062,04/05/2022,Cattle,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
4068,04/05/2022,Goats,13-24 Months,Local,Female,Pox,Pox,
4170,04/05/2022,Sheep,13-24 Months,Local,Male,Pasteurellosis_pneumonic,PPR,
4066,06/05/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
4067,08/05/2022,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
4072,08/05/2022,Cattle,7-12 Months,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
4073,08/05/2022,Cattle,Older than 2 Years,Local,Male,Colibacillosis,Colibacillosis,
4074,08/05/2022,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,Cowdriosis,
4075,08/05/2022,Cattle,Older than 2 Years,Local,Male,Fasciolosis,Fasciolosis,
4284,09/05/2022,Cattle,7-12 Months,Local,Male,Blackleg /Black quarter,CBPP,
4078,10/05/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
4079,10/05/2022,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Babesiosis,
4080,10/05/2022,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Babesiosis,
4081,10/05/2022,Horse/Mule,Older than 2 Years,Local,Female,Resp_asth_lungworm,Resp_asth_lungworm,
4082,10/05/2022,Horse/Mule,Older than 2 Years,Local,Female,Resp_asth_lungworm,Resp_asth_lungworm,
4083,10/05/2022,Cattle,13-24 Months,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
4227,10/05/2022,Cattle,Older than 2 Years,Local,Male,Colibacillosis,Colibacillosis,
4228,10/05/2022,Cattle,13-24 Months,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
4240,10/05/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
4241,10/05/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
4242,10/05/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
4267,10/05/2022,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,African horse sickness,
4583,10/05/2022,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
4085,11/05/2022,Goats,13-24 Months,Local,Female,PPR,Pasteurellosis_pneumonic,
4088,11/05/2022,Cattle,7-12 Months,Local,Female,Babesiosis,Trypanosomosis,
4089,11/05/2022,Cattle,7-12 Months,Local,Female,Trypanosomosis,Trypanosomosis,
4171,11/05/2022,Cattle,7-12 Months,Local,Female,Trypanosomosis,Trypanosomosis,
4090,12/05/2022,Cattle,13-24 Months,Local,Male,Blackleg /Black quarter,zz_Other,
4091,12/05/2022,Cattle,13-24 Months,Local,Male,Blackleg /Black quarter,zz_Other,
4092,12/05/2022,Cattle,13-24 Months,Local,Male,Blackleg /Black quarter,zz_Other,
4445,12/05/2022,Cattle,Older than 2 Years,Local,Female,Rabies,Rabies,
4093,13/05/2022,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
4283,14/05/2022,Cattle,Older than 2 Years,Local,Female,CBPP,CBPP,
4178,15/05/2022,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
4179,16/05/2022,Sheep,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,PPR,
4840,16/05/2022,Cattle,Older than 2 Years,Local,Male,Babesiosis,Babesiosis,
4097,17/05/2022,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,FMD (Foot & Mouth Disease),
4098,17/05/2022,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,FMD (Foot & Mouth Disease),
4099,17/05/2022,Cattle,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
4100,17/05/2022,Donkey,0-6 Months,Local,Male,Trypanosomosis,Trypanosomosis,
4101,17/05/2022,Goats,0-6 Months,Local,Male,PPR,PPR,
4102,17/05/2022,Goats,0-6 Months,Local,Male,PPR,PPR,
4103,17/05/2022,Sheep,7-12 Months,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4185,17/05/2022,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
4186,17/05/2022,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
4268,17/05/2022,Sheep,7-12 Months,Local,Female,Contagious ecthyma /Orf/,Contagious ecthyma /Orf/,
4446,17/05/2022,Donkey,Older than 2 Years,Local,Male,Resp_asth_lungworm,Resp_asth_lungworm,
4447,17/05/2022,Cattle,Older than 2 Years,Local,Female,Rabies,Rabies,
4104,18/05/2022,Sheep,7-12 Months,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
4108,18/05/2022,Cattle,Older than 2 Years,Local,Female,Babesiosis,Babesiosis,
4109,18/05/2022,Cattle,Older than 2 Years,Local,Male,Babesiosis,Babesiosis,
4123,18/05/2022,Cattle,Older than 2 Years,Local,Female,Lungworm /Verminous pneumonia,Babesiosis,
4106,19/05/2022,Cattle,Older than 2 Years,Exotic,Female,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
4107,19/05/2022,Cattle,Older than 2 Years,Exotic,Female,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
4110,19/05/2022,Horse/Mule,Older than 2 Years,Local,Female,Resp_lower_bact,Resp_lower_bact,
