CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser,Target_Num,Target_Name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Disease_14,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Disease_14,sum_prob
3014,1,98,D,veteddie_eddie,1/31/2020 0:00, SHEEP,FASCIOLOSIS,NP,NP,NP,P,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,NP,P,NP,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,MANGE MITE,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),PASTEUROLLOSIS,COENUROSIS,NASAL BOT,POX,COWDRIOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,51.571,36.5826,7.72043,3.98247,0.0801879,0.0531522,0.0069511,0.00119368,0.00102649,0.00096987,1.09E-05,7.80E-06,2.77E-07,7.15E-11,100.0000002
3025,1,98,D,veteddie_eddie,1/31/2020 0:00, SHEEP,FASCIOLOSIS,NP,NP,NP,P,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,NP,P,NP,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,MANGE MITE,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),PASTEUROLLOSIS,COENUROSIS,NASAL BOT,POX,COWDRIOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,51.571,36.5826,7.72043,3.98247,0.0801879,0.0531522,0.0069511,0.00119368,0.00102649,0.00096987,1.09E-05,7.80E-06,2.77E-07,7.15E-11,100.0000002
3786,1,65,D,veteddie_eddie,11/26/2019 0:00, SHEEP,FASCIOLOSIS,NP,P,NP,P,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,P,NP,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,CONTAGIOUS ECTHYMA (ORF),PASTEUROLLOSIS,LUNGWORM,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,POX,NASAL BOT,PPR,COWDRIOSIS,ZZ_OTHER,49.6647,25.0798,23.1848,1.28624,0.34777,0.196225,0.102249,0.0861143,0.0270553,0.0169239,0.00788156,0.000178868,1.37E-05,1.04E-10,99.99995163
3788,1,65,D,veteddie_eddie,11/26/2019 0:00, SHEEP,FASCIOLOSIS,NP,P,NP,P,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,P,NP,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,CONTAGIOUS ECTHYMA (ORF),PASTEUROLLOSIS,LUNGWORM,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,POX,NASAL BOT,PPR,COWDRIOSIS,ZZ_OTHER,49.6647,25.0798,23.1848,1.28624,0.34777,0.196225,0.102249,0.0861143,0.0270553,0.0169239,0.00788156,0.000178868,1.37E-05,1.04E-10,99.99995163
3768,1,0,U,veteddie_eddie,11/22/2019 0:00, SHEEP,FASCIOLOSIS,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,P,NP,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,FASCIOLOSIS,4,FASCIOLOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,HAEMONCHOSIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,MANGE MITE,NASAL BOT,PASTEUROLLOSIS,COENUROSIS,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COWDRIOSIS,ZZ_OTHER,89.043,7.92266,2.38495,0.574894,0.0315814,0.0162929,0.0147333,0.00634295,0.00409647,0.00145308,9.20E-06,7.75E-06,6.66E-07,1.62E-09,100.0000217
3769,1,0,U,veteddie_eddie,11/22/2019 0:00, SHEEP,FASCIOLOSIS,NP,P,NP,P,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,P,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),POX,MANGE MITE,NASAL BOT,PPR,COWDRIOSIS,ZZ_OTHER,65.6954,17.9594,11.8062,1.87449,1.75621,0.259562,0.247866,0.24119,0.135772,0.0117875,0.00942747,0.0024332,0.000278665,2.97E-10,100.0000168
3774,1,0,U,veteddie_eddie,11/28/2019 0:00, SHEEP,FASCIOLOSIS,P,P,NP,P,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,P,P,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,HAEMONCHOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,POX,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,PPR,NASAL BOT,COWDRIOSIS,ZZ_OTHER,51.8615,41.5973,6.39652,0.0629263,0.0541321,0.0160385,0.00659418,0.00226363,0.00220266,0.000249053,0.000118176,8.61E-05,5.89E-06,1.31E-09,99.99993659
4029,1,0,U,veteddie_eddie,1/22/2020 0:00, SHEEP,FASCIOLOSIS,P,NP,NP,P,P,NP,NP,NP,NP,P,NP,P,P,NP,NP,P,NP,P,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,MANGE MITE,LUNGWORM,PPR,PASTEUROLLOSIS,POX,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,COWDRIOSIS,76.6378,22.0874,1.21127,0.0399964,0.00922627,0.00829178,0.0028089,0.00273765,0.000411789,1.74E-05,3.99E-06,3.74E-06,1.30E-06,5.53E-07,99.99996977
4259,1,0,U,veteddie_eddie,1/15/2020 0:00, SHEEP,FASCIOLOSIS,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,P,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,HAEMONCHOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,COENUROSIS,MANGE MITE,PASTEUROLLOSIS,POX,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,COWDRIOSIS,ZZ_OTHER,68.2853,29.6078,1.45498,0.57208,0.060996,0.00901153,0.00584487,0.00177056,0.00111634,0.00059148,0.000554697,4.18E-06,2.00E-07,1.61E-12,100.0000499
4335,1,0,U,veteddie_eddie,1/16/2020 0:00, SHEEP,FASCIOLOSIS,P,P,NP,P,NP,NP,NP,NP,P,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,PPR,PASTEUROLLOSIS,POX,LUNGWORM,MANGE MITE,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,NASAL BOT,ZZ_OTHER,34.9375,31.9702,22.5209,5.75036,3.25595,1.01475,0.41984,0.121994,0.0078119,0.000589508,5.96E-05,3.52E-05,2.10E-06,1.17E-07,99.99999243
4655,1,0,U,veteddie_eddie,7/3/2020 0:00, SHEEP,FASCIOLOSIS,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,CONTAGIOUS ECTHYMA (ORF),HAEMONCHOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,COENUROSIS,LUNGWORM,NASAL BOT,HYPOCALCEMIA / PREGNANCY TOX.,POX,PASTEUROLLOSIS,MANGE MITE,COWDRIOSIS,PPR,ZZ_OTHER,51.9413,24.7691,9.8728,5.38258,2.47993,2.42324,1.16452,0.935736,0.501868,0.313335,0.117935,0.0976132,2.70E-06,8.43E-12,99.9999599
4310,1,0,U,veteddie_eddie,1/14/2020 0:00, SHEEP,HAEMONCHOSIS,P,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,P,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,HAEMONCHOSIS,5,HAEMONCHOSIS,HAEMONCHOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,POX,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),NASAL BOT,PPR,COWDRIOSIS,ZZ_OTHER,74.0016,24.2055,1.1895,0.560926,0.0175683,0.0108053,0.00637828,0.0046977,0.00207156,0.000851179,5.80E-05,1.87E-05,2.28E-06,1.93E-12,99.9999773
4322,1,0,U,veteddie_eddie,1/15/2020 0:00, SHEEP,HAEMONCHOSIS,P,NP,P,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HAEMONCHOSIS,5,HAEMONCHOSIS,HAEMONCHOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,COENUROSIS,LUNGWORM,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,COWDRIOSIS,POX,PPR,CONTAGIOUS ECTHYMA (ORF),NASAL BOT,ZZ_OTHER,37.5511,28.5817,17.9555,12.3606,2.22666,1.27615,0.0215919,0.0142974,0.00691525,0.00346906,0.000963775,0.000940874,0.000202075,4.19E-10,100.0000903
3661,1,0,U,veteddie_eddie,1/6/2020 0:00, SHEEP,HYPOCALCEMIA / PREGNANCY TOX.,P,P,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HYPOCALCEMIA / PREGNANCY TOX.,6,HYPOCALCEMIA / PREGNANCY TOX.,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,HAEMONCHOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,PASTEUROLLOSIS,MANGE MITE,POX,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),PPR,NASAL BOT,ZZ_OTHER,51.6816,30.5071,11.5738,2.6682,2.22195,1.04779,0.195085,0.034868,0.034177,0.0251769,0.00619255,0.00361057,0.000421994,4.45E-12,99.99997201
1373,1,42,D,Eddie,4/1/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,MANGE MITE,PASTEUROLLOSIS,POX,NASAL BOT,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,58.51,19.04,11.53,6.95,3.37,0.37,0.21,0.01,0,0,0,0,0,0,99.99
1383,1,46,D,Eddie,4/2/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,FASCIOLOSIS,POX,COENUROSIS,NASAL BOT,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),PPR,COWDRIOSIS,ZZ_OTHER,82.75,5.54,4.87,2.85,1.34,1.31,0.47,0.4,0.37,0.07,0.02,0.01,0,0,100
1439,1,43,D,Eddie,4/11/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,P,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,FASCIOLOSIS,HAEMONCHOSIS,POX,PASTEUROLLOSIS,MANGE MITE,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,61.65,32.41,1.74,1.61,1.35,0.9,0.25,0.08,0,0,0,0,0,0,99.99
1513,1,44,D,Eddie,4/23/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,POX,MANGE MITE,PASTEUROLLOSIS,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,ZZ_OTHER,84.38,4.96,4.21,1.81,1.6,1.59,1.39,0.02,0.01,0.01,0.01,0,0,0,99.99
1548,1,8,D,Eddie,5/1/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NO,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,POX,PASTEUROLLOSIS,FASCIOLOSIS,MANGE MITE,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,ZZ_OTHER,81.02,4.77,4.04,3.89,2.86,1.79,1.58,0.02,0.01,0.01,0.01,0,0,0,100
1575,1,44,D,Eddie,5/3/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,POX,MANGE MITE,PASTEUROLLOSIS,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,ZZ_OTHER,84.38,4.96,4.21,1.81,1.6,1.59,1.39,0.02,0.01,0.01,0.01,0,0,0,99.99
1576,1,44,D,Eddie,5/3/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,POX,MANGE MITE,PASTEUROLLOSIS,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,ZZ_OTHER,84.38,4.96,4.21,1.81,1.6,1.59,1.39,0.02,0.01,0.01,0.01,0,0,0,99.99
1610,1,42,D,Eddie,5/7/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,MANGE MITE,PASTEUROLLOSIS,POX,NASAL BOT,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,58.51,19.04,11.53,6.95,3.37,0.37,0.21,0.01,0,0,0,0,0,0,99.99
1629,1,28,D,Eddie,5/7/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,POX,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,81.19,4.48,4.17,4.1,3.98,1.45,0.36,0.23,0.02,0,0,0,0,0,99.98
1630,1,43,D,Eddie,5/7/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,P,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,FASCIOLOSIS,HAEMONCHOSIS,POX,PASTEUROLLOSIS,MANGE MITE,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,61.65,32.41,1.74,1.61,1.35,0.9,0.25,0.08,0,0,0,0,0,0,99.99
1631,1,26,D,Eddie,5/7/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0,0,0,0,0,99.99
1632,1,43,D,Eddie,5/7/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,P,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,FASCIOLOSIS,HAEMONCHOSIS,POX,PASTEUROLLOSIS,MANGE MITE,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,61.65,32.41,1.74,1.61,1.35,0.9,0.25,0.08,0,0,0,0,0,0,99.99
1639,1,28,D,Eddie,5/8/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,POX,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,81.19,4.48,4.17,4.1,3.98,1.45,0.36,0.23,0.02,0,0,0,0,0,99.98
